spoiled,55,spoil,VBN|JJ|VBD
wealth,24,wealth,NN
ones,77,one,NNS
troubled,68,trouble,JJ|VBD|VBN
stink,8,stink,NN|VBP
Should,15,Should,MD|NNP
harlot,42,harlot,NN
fleddest,2,fled,NN
strange,76,strange,JJ
change,27,change,NN|VBP|VB
garments,103,garment,NNS
distress,32,distress,NN
earrings,12,earring,NNS
oak,15,oak,NN
terror,29,terror,NN
pursue,28,pursue,VB|VBP
Elbethel,1,Elbethel,NN
Deborah,10,Deborah,NN
beneath,28,beneath,IN|RB
Allonbachuth,1,Allonbachuth,NN
loins,63,loin,NNS
thereon,66,thereon,RB
Ephrath,5,Ephrath,NN
travailed,5,travail,NN
midwife,3,midwife,NN
departing,12,depart,VBG
Benoni,1,Benoni,NN
Benjamin,166,Benjamin,NN
Bethlehem,39,Bethlehem,NN
grave,68,grave,JJ|NN
beyond,54,beyond,IN|RB
Edar,1,Edar,NN
Arbah,1,Arbah,NN
Aholibamah,8,Aholibamah,NN
Anah,12,Anah,NN
Zibeon,8,Zibeon,NN
Eliphaz,15,Eliphaz,NN
Reuel,10,Reuel,NN
Jeush,8,Jeush,NN
Jaalam,4,Jaalam,NN
Korah,26,Korah,NN
got,7,got,VBD|VBN|VBP|VB
Edomites,13,Edomites,NN
Teman,11,Teman,NN
Omar,3,Omar,NN
Zepho,2,Zepho,NN
Gatam,3,Gatam,NN
Kenaz,11,Kenaz,NN
Timna,4,Timna,NN
Amalek,24,Amalek,NN
Nahath,5,Nahath,NN
Zerah,19,Zerah,NN
Shammah,8,Shammah,NN
Mizzah,3,Mizzah,NN
dukes,15,duke,NN
duke,35,duke,NN
Duke,8,Duke,NN
Horite,1,Horite,NN
inhabited,32,inhabit,VBN|VBD|JJ
Lotan,7,Lotan,NN
Shobal,9,Shobal,NN
Dishon,7,Dishon,NN
Ezer,9,Ezer,NN
Dishan,5,Dishan,NN
Hori,4,Hori,NN
Hemam,1,Hemam,NN
Alvan,1,Alvan,NN
Manahath,3,Manahath,NN
Ebal,8,Ebal,NN
Shepho,1,Shepho,NN
Onam,4,Onam,NN
Ajah,1,Ajah,NN
mules,12,mule,NNS
Hemdan,1,Hemdan,NN
Eshban,2,Eshban,NN
Ithran,3,Ithran,NN
Cheran,2,Cheran,NN
Bilhan,4,Bilhan,NN
Zaavan,1,Zaavan,NN
Akan,1,Akan,NN
Aran,2,Aran,NN
reigned,176,reign,VBD
Beor,10,Beor,NN
Dinhabah,2,Dinhabah,NN
Bozrah,9,Bozrah,NN
Husham,4,Husham,NN
Temani,1,Temani,NN
Hadad,14,Hadad,NN
Bedad,2,Bedad,NN
Avith,2,Avith,NN
Samlah,4,Samlah,NN
Masrekah,2,Masrekah,NN
Saul,420,Saul,NN
Baalhanan,5,Baalhanan,NN
Achbor,7,Achbor,NN
Pau,1,Pau,NN
Mehetabel,2,Mehetabel,NN
Matred,2,Matred,NN
Mezahab,2,Mezahab,NN
Timnah,5,Timnah,NN
Alvah,1,Alvah,NN
Jetheth,2,Jetheth,NN
Elah,17,Elah,NN
Pinon,2,Pinon,NN
Mibzar,2,Mibzar,NN
Magdiel,2,Magdiel,NN
Iram,2,Iram,NN
habitations,20,habitation,NN
seventeen,10,seventeen,NN
feeding,8,feed,VBG|NN
report,29,report,NN|VBP|VB
coat,25,coat,NN|VB
colours,12,colour,NN
peaceably,10,peaceably,NN
binding,4,binding,NN|JJ|VBG
sheaves,9,sheaf,NN
sheaf,9,sheaf,NN
upright,67,upright,RB|JJ
obeisance,9,obeisance,NN
Shalt,3,Shall,NN
reign,167,reign,NN|VBP|VB
dreams,21,dream,NNS|VBZ
moon,50,moon,NN|VB
ourselves,51,ourselves,PRP
observed,11,observe,VBN|JJ|VBD
Do,70,Do,VBP|VB|NNP
wandering,6,wander,VBG
seekest,9,seek,NN
seek,231,seek,VB|VBP
hence,30,hence,RB
Dothan,3,Dothan,NN
conspired,19,conspire,VBD|VBN
dreamer,4,dreamer,NN
pit,88,pit,NN|VBP|VB
Some,13,Some,DT|NNP|RB
Shed,1,Shed,NN
rid,5,rid,JJ|VBN|JJ|VBD|VBN|RB|VB
deliver,274,deliver,VB|VBP
stript,1,stript,NN
Ishmeelites,4,Ishmeelite,NN
spicery,1,spicery,NN
balm,6,balm,NN
myrrh,17,myrrh,NN
carry,86,carry,VB|NN|VBP
conceal,6,conceal,VB
sell,33,sell,VB|VBP|JJ|NN
content,16,content,NN|JJ|VB
Midianites,24,Midianite,NN
merchantmen,2,merchantman,NN
rent,66,rent,NN|VB|VBN|VBP
clothes,101,clothes,NNS
killed,67,kill,VBN|VBD
kid,43,kid,NN|VB
dipped,10,dip,VBD|VBN
doubt,13,doubt,NN|VBP|RB|VB
sackcloth,46,sackcloth,NN
mourned,22,mourn,VBD
refused,33,refuse,VBD|VBN
Potiphar,2,Potiphar,NN
officer,12,officer,NN
guard,51,guard,NN|JJ|VB|VBP
Adullamite,3,Adullamite,NN
Hirah,2,Hirah,NN
Er,11,Er,NN
Onan,8,Onan,NN
Shelah,11,Shelah,NN
Chezib,1,Chezib,NN
Tamar,24,Tamar,NN
marry,22,marry,VB|VBP
raise,59,raise,VB|VBP|NN
spilled,3,spill,VBD|VBN
displeased,25,displease,VBN|JJ
Remain,1,Remain,VB
widow,55,widow,NN
grown,23,grown,VBN|VBD|JJ
sheepshearers,3,sheepshearer,NN
Timnath,8,Timnath,NN
friend,47,friend,NN
wrapped,14,wrap,VBN|VBD
pledge,22,pledge,NN|VB
signet,11,signet,NN
widowhood,4,widowhood,NN
openly,15,openly,RB
shamed,3,shame,VBN
months,59,month,NNS
played,18,play,VBD|VBN
whoredom,21,whoredom,NN
Discern,1,Discern,NN
acknowledged,2,acknowledge,VBD|VBN|JJ
travail,31,travail,NN
scarlet,52,scarlet,JJ
breach,21,breach,NN|VB
Pharez,12,Pharez,NN
Zarah,2,Zarah,NN
overseer,7,overseer,NN
person,60,person,NN
Lie,4,Lie,NNP|NN|VB
wotteth,1,wotteth,NN
committed,93,commit,VBN|JJ|VBN|JJ|VB|VBD|VBD|VBN
business,31,business,NN|NNP
mock,12,mock,JJ|VBP|VB
loud,60,loud,JJ|RB
home,51,home,NN|VBP|RB|VB
wrath,197,wrath,NN
prison,90,prison,NN|VB
prisoners,21,prisoner,NNS
doer,8,doer,NN
butler,8,butler,NN
baker,8,baker,NN
officers,58,officer,NNS
butlers,1,butler,NNS
bakers,3,baker,NNS
ward,32,ward,NN|VB
continued,29,continue,VBD|JJ|VBN
season,56,season,NN
interpretation,46,interpretation,NN
sad,11,sad,JJ
sadly,1,sadly,RB
interpreter,4,interpreter,NN
interpretations,2,interpretation,NNS
belong,12,belong,VB|VBP|JJ
vine,62,vine,NN
branches,75,branch,NNS
budded,5,bud,VBD
blossoms,2,blossom,NNS
clusters,7,cluster,NNS|VBZ
ripe,7,ripe,JJ
grapes,37,grape,NNS
cup,68,cup,NN|VB
Yet,119,Yet,RB|RB|CC|CC
former,50,former,JJ|NN
think,61,think,VBP|VB|NN
mention,23,mention,VB|NN|VBP
Hebrews,22,Hebrew,NN
dungeon,13,dungeon,NN
baskets,15,basket,NNS
uppermost,6,uppermost,JJS|JJ|RB
basket,23,basket,NN
bakemeats,1,bakemeat,NN
hang,18,hang,VB|JJ|VBP|NN
birthday,3,birthday,NN
butlership,1,butlership,NN
hanged,30,hang,VBN|VBD
interpreted,12,interpret,VBN|VBD
forgat,8,forgat,NN
fatfleshed,2,fatflesh,NN
meadow,2,meadow,NN
ill,15,ill,JJ|NNS|NN|RB
leanfleshed,3,leanflesh,NN
brink,6,brink,NN
stalk,3,stalk,VBP
rank,6,rank,NN|VBP|JJ|VB
thin,9,thin,JJ|RB|VB
blasted,5,blast,VBD|VBN
sprung,8,spring,VBN
magicians,15,magician,NNS
interpret,8,interpret,VB|VBP
faults,4,fault,NNS|VBZ
office,48,office,NN
hastily,8,hastily,RB
shaved,4,shave,VBN|VBD
canst,38,canst,NN
bank,14,bank,NN|VBP|VB
poor,205,poor,JJ|NN|NNP
badness,1,badness,NN
lean,11,lean,JJ|VBP|VB
withered,25,wither,JJ|VBN
declare,85,declare,VB|VBP
sheweth,20,sheweth,NN
throughout,163,throughout,IN|RB
forgotten,46,forget,VBN|JJ
consume,55,consume,VBP|VB
reason,71,reason,NN|VB|VBP
following,46,following,VBG|JJ|NN
doubled,4,double,VBD|VBN
twice,17,twice,RB|JJ
shortly,15,shortly,RB
discreet,3,discreet,JJ
appoint,38,appoint,VB
part,218,part,NN|JJ|RB|VB
plenteous,12,plenteous,NN
perish,120,perish,VB
Can,22,Can,MD|NNP
Forasmuch,23,Forasmuch,NN
throne,176,throne,NN
ring,11,ring,NN|VB|VBP
arrayed,11,array,VBN
vestures,1,vesture,NN
linen,104,linen,NN|JJ
chain,13,chain,NN|VBP
ride,20,ride,VB|NN|VBP
chariot,64,chariot,NN
Bow,6,Bow,NNP
knee,6,knee,NN
ruler,86,ruler,NN
Zaphnathpaaneah,1,Zaphnathpaaneah,NN
Asenath,3,Asenath,NN
Potipherah,3,Potipherah,NN
handfuls,5,handful,NNS
numbering,2,number,VBG|NN
Manasseh,147,Manasseh,NN
Ephraim,177,Ephraim,NN
plenteousness,2,plenteousness,NN
dearth,8,dearth,NN
famished,2,famished,NN
storehouses,5,storehouse,NNS
buy,49,buy,VB|VBP|VB|NN|JJ|NN
mischief,46,mischief,NN
befall,9,befall,VB|VBP
governor,59,governor,NN
roughly,6,roughly,RB
Whence,13,Whence,WRB
From,63,From,IN|NNP
spies,14,spy,NNS|VBZ
true,79,true,JJ
youngest,18,young,JJS
Hereby,8,Hereby,RB
proved,15,prove,VBD|JJ|VBN
houses,135,house,NNS|VBZ
verified,3,verify,VBN
verily,68,verily,NN
guilty,26,guilty,JJ|RB
anguish,17,anguish,NN|VBP
besought,44,besought,NN
Spake,2,Spake,NN
required,23,require,VBN|VBD|JJ
understood,37,understand,VBN|VBD
sacks,10,sack,NNS
sack,12,sack,NN|VB
provision,12,provision,NN
laded,4,lade,NN
inn,5,inn,NN
espied,2,espy,NN
failed,12,fail,VBD|VBN|JJ
befell,5,befall,VBD
households,7,household,NNS
traffick,5,traffick,NN
bundle,4,bundle,NN|VB
bundles,2,bundle,NNS
Me,2,Me,PRP|NNP|VBP
bereaved,6,bereave,NN
Slay,7,Slay,NN
gray,5,gray,JJ|NN
hairs,15,hair,NNS
solemnly,2,solemnly,RB
protest,3,protest,NN|VB|VBP
straitly,11,straitly,NN
state,20,state,NN|JJ|VB|VBP
tenor,2,tenor,NN
blame,4,blame,VB|NN|VBP
best,25,best,JJS|RBS|JJSS|NN|RB
fruits,42,fruit,NNS
vessels,154,vessel,NNS
honey,56,honey,NN|VB|UH|JJ
spices,31,spice,NNS
nuts,2,nut,NNS|JJ
almonds,8,almond,NNS
double,26,double,JJ|VBP|NN|RB|VB
oversight,11,oversight,NN
dine,3,dine,VB
noon,15,noon,NN
bade,18,bid,VBD
occasion,21,occasion,NN|VB
bondmen,17,bondman,NN
sir,2,sir,NN|UH
Peace,26,Peace,NN
treasure,37,treasure,NN|VBP
washed,45,wash,VBN|VBD|JJ
welfare,7,welfare,NN
health,17,health,NN
gracious,30,gracious,JJ
yearn,1,yearn,VB|VBP|NN
sought,125,sought,VBD|VBN
chamber,52,chamber,NN
refrained,7,refrain,VBD|VBN
Set,19,Set,VB|VBN|NNP
abomination,76,abomination,NN
marvelled,23,marvel,VBD
messes,1,mess,NNS
mess,2,mess,NN|VBP|VB
merry,28,merry,JJ
Fill,6,Fill,VB|VBP
overtake,17,overtake,VB|VBP
rewarded,14,reward,VBN|VBD
drinketh,17,drinketh,NN
divineth,1,divineth,NN
forbid,35,forbid,VB|VBP|UH
mouths,19,mouth,NNS
blameless,15,blameless,NN
speedily,19,speedily,RB
deed,19,deed,NN
divine,11,divine,JJ|NN
bondman,6,bondman,NN
refrain,7,refrain,VB|NN
Cause,4,Cause,NNP|VB
aloud,20,aloud,RB
earing,2,ear,NN
posterity,9,posterity,NN
deliverance,16,deliverance,NN
Goshen,15,Goshen,NN
nourish,5,nourish,VB
poverty,14,poverty,NN
speaketh,74,speaketh,NN
Moreover,144,Moreover,RB|JJR
fame,24,fame,NN|VB
lade,3,lade,NN
wagons,9,wagon,NNS
regard,29,regard,NN|VB|VBP
commandment,177,commandment,NN
To,181,To,TO|NNP|NN
changes,7,change,NNS|VBZ
laden,6,laden,JJ|VBN|VB
fainted,12,faint,VBD|VBN
revived,6,revive,VBN|VBD
sacrifices,79,sacrifice,NNS|VBZ
visions,24,vision,NNS|VBZ
His,88,His,PRP$|NNP
Phallu,1,Phallu,NN
Hezron,18,Hezron,NN
Carmi,8,Carmi,NN
Jemuel,2,Jemuel,NN
Jamin,6,Jamin,NN
Ohad,2,Ohave,NN
Jachin,8,Jachin,NN
Shaul,7,Shaul,NN
Canaanitish,2,Canaanitish,NN
Gershon,18,Gershon,NN
Kohath,32,Kohath,NN
Merari,39,Merari,NN
Hamul,3,Hamul,NN
Tola,6,Tola,NN
Phuvah,1,Phuvah,NN
Job,61,Job,NN
Shimron,4,Shimron,NN
Sered,2,Ser,NN
Jahleel,2,Jahleel,NN
Ziphion,1,Ziphion,NN
Haggi,2,Haggus,NN
Shuni,2,Shuni,NN
Ezbon,2,Ezbon,NN
Eri,2,Eri,NN
Arodi,1,Arodi,NN
Areli,2,Areli,NN
Jimnah,1,Jimnah,NN
Ishuah,1,Ishuah,NN
Isui,1,Isui,NN
Beriah,11,Beriah,NN
Serah,2,Serah,NN
Heber,14,Heber,NN
Malchiel,3,Malchiel,NN
sixteen,21,sixteen,NN
Belah,1,Belah,NN
Becher,5,Becher,NN
Ashbel,3,Ashbel,NN
Gera,9,Gera,NN
Naaman,17,Naaman,NN
Ehi,1,Ehi,NN
Rosh,1,Rosh,NN
Muppim,1,Muppim,NN
Huppim,3,Huppim,NN
Ard,3,Ard,NN
Hushim,4,Hushim,NN
Jahzeel,2,Jahzeel,NN
Guni,4,Guni,NN
Jezer,3,Jezer,NN
Shillem,2,Shillem,NN
direct,10,direct,JJ|VBP|RB|VB
presented,18,present,VBN|VBD
shepherds,38,shepherd,NNS
occupation,5,occupation,NN
shepherd,42,shepherd,NN|VB
morever,1,morever,NN
pasture,20,pasture,NN|JJ|VB
activity,1,activity,NN
rulers,78,ruler,NNS
pilgrimage,4,pilgrimage,NN
attained,10,attain,VBD|VBN
Rameses,4,Ramese,NN
nourished,10,nourish,VBN|JJ
faileth,19,faileth,NN
fail,64,fail,VB|VBP|NN
exchange,6,exchange,NN|VB|VBP
horses,111,horse,NNS
bodies,33,body,NNS|VBZ
desolate,147,desolate,JJ
priests,399,priest,NNS
assigned,3,assign,VBN|VBD|JJ
sow,36,sow,VBP|NN|VB
increase,86,increase,NN|VB|VBP
parts,64,part,NNS
saved,104,save,VBN|VBD
multiplied,44,multiply,VBN|VBD
nigh,100,nigh,RB
bed,91,bed,NN|VB|VBP
sick,88,sick,JJ
strengthened,38,strengthen,VBN|JJ|VBD
issue,40,issue,NN|VBP|VB
begettest,2,beget,NN
Padan,1,Padan,NN
guiding,1,guide,VBG|JJ
wittingly,1,wittingly,RB
Angel,4,Angel,NN
redeemed,62,redeem,VBN|VBD
lads,1,lad,NNS
remove,36,remove,VB|VBP
Not,43,Not,RB|NNP|DT
last,84,last,JJ|NN|RB|VB|VBP
excellency,26,excellency,NN
dignity,4,dignity,NN
Unstable,1,Unstable,NN
excel,5,excel,VBP|VB
wentest,14,went,NN
defiledst,1,defiledst,NN
couch,7,couch,NN
instruments,51,instrument,NNS
cruelty,5,cruelty,NN
secret,68,secret,JJ|NN
assembly,49,assembly,NN
honour,132,honour,NN
united,1,unite,VBN|VBD|VBN|JJ|JJ
selfwill,1,selfwill,NN
wall,179,wall,NN|VBP|VB
fierce,41,fierce,JJ
cruel,19,cruel,JJ
lion,103,lion,NN
whelp,3,whelp,NN
prey,73,prey,NN|VBP|VB
stooped,7,stoop,VBD
couched,2,couch,VBN|VBD
rouse,1,rouse,VB
sceptre,14,sceptre,NN
lawgiver,7,lawgiver,NN
Shiloh,33,Shiloh,NN
Binding,1,Binding,NN
foal,3,foal,NN
colt,15,colt,NN
teeth,50,tooth,NNS|RP
haven,5,haven,NN
ships,39,ship,NNS|VBZ
Zidon,21,Zidon,NN
strong,254,strong,JJ|RB
couching,2,couch,VBG
burdens,25,burden,NNS|VBZ
tribute,37,tribute,NN
tribes,113,tribe,NNS
adder,4,adder,NN
path,23,path,NN
biteth,2,biteth,NN
horse,43,horse,NN
heels,4,heel,NNS
rider,7,rider,NN
waited,35,wait,VBD|VBN
salvation,158,salvation,NN
overcome,22,overcome,VB|VBN|VBP
royal,29,royal,JJ|NN
dainties,3,dainty,NN
hind,3,hind,JJ
loose,27,loose,JJ|RB|VB|RB|RP
giveth,126,giveth,VBZ|VB
bough,7,bough,NN
run,66,run,VB|VBD|VBN|VBP|NN
archers,12,archer,NN
sorely,2,sorely,RB
arms,29,arm,NNS
blessings,11,blessing,NNS
breasts,27,breast,NNS
progenitors,1,progenitor,NNS
utmost,11,utmost,JJ|NN
crown,66,crown,NN|VB
ravin,2,ravin,NN
wolf,6,wolf,NN
devour,71,devour,VB|VBP
spoil,118,spoil,VB|VBP
purchase,8,purchase,NN|VB|VBP
commanding,3,command,VBG|JJ|NN
yielded,8,yield,VBD|VBN
physicians,6,physician,NNS
embalm,1,embalm,NN
embalmed,3,embalm,NN
past,51,past,JJ|VBN|IN|NN|RB
elders,179,elder,NNS
chariots,113,chariot,NN
horsemen,59,horseman,NNS
threshingfloor,17,threshingfloor,NN
Atad,2,Atad,NN
lamentation,25,lamentation,NN
floor,18,floor,NN
Abelmizraim,1,Abelmizraim,NN
requite,9,requite,NN
messenger,34,messenger,NN
Forgive,1,Forgive,VB
forgive,55,forgive,VB|VBP
meant,3,meant,VBD|VBN
Machir,22,Machir,NN
visit,40,visit,NN|VB|VBP
coffin,1,coffin,NN
Second,10,Second,NN
Exodus,1,Exodus,NN
already,32,already,RB
new,153,new,JJ
wisely,14,wisely,RB
falleth,28,falleth,NN
join,14,join,VB|VBP
fight,104,fight,NN|VB|VBP
taskmasters,6,taskmaster,NN
Pithom,1,Pithom,NN
Raamses,1,Raamse,NN
afflicted,54,afflict,VBN|JJ
rigour,5,rigour,NN
bondage,39,bondage,NN
midwives,7,midwife,NN
Shiphrah,1,Shiphrah,NN
Puah,3,Puah,NN
stools,1,stool,NNS
lively,5,lively,JJ|RB
ere,10,ere,IN
longer,17,longer,RB|JJR|RBR
bulrushes,2,bulrush,NN
daubed,7,daub,VBD
flags,3,flag,NNS|VBZ
maidens,18,maiden,NNS
along,30,along,IN|RB|RP|RB|RP
babe,6,babe,NN
compassion,41,compassion,NN
nursed,2,nurse,VBD
spied,6,spy,VBD|VBN
smiting,5,smit,NN
smitest,2,smite,NN
intendest,1,intend,NN
killedst,2,killedst,NN
helped,24,help,VBD|VBN|VBP
An,26,A,DT|NNP|CC
Zipporah,3,Zipporah,NN
Gershom,14,Gershom,NN
sighed,3,sigh,VBD
groaning,9,groan,VBG
Jethro,10,Jethro,NN
backside,3,backside,NN
desert,42,desert,NN|JJ|VB|VBP
Horeb,17,Horeb,NN
flame,33,flame,NN|VBP|VB
bush,11,bush,NN
burned,98,burn,VBN|JJ|VBD
aside,72,aside,RB|RP
Draw,13,Draw,VB|NNP
shoes,21,shoe,NNS
holy,467,holy,JJ
sorrows,22,sorrow,NNS
flowing,12,flow,VBG|JJ
Hivites,16,Hivite,NN
oppression,24,oppression,NN
oppress,23,oppress,NN
Certainly,2,Certainly,RB
AM,4,BE,NNP|VBP|NN
THAT,3,THAT,WDT|DT
memorial,32,memorial,NN|JJ
beseech,67,beseech,VBP
stretch,40,stretch,NN|VBP|JJ|VB
wonders,55,wonder,NNS|VBZ
borrow,8,borrow,VB|VBP
neighbour,135,neighbour,NN
sojourneth,15,sojourneth,NN
believe,139,believe,VBP|VB
rod,86,rod,NN
tail,10,tail,NN|JJ|VB
furthermore,4,furthermore,RB
leprous,6,leprous,NN
snow,24,snow,NN|VB
plucked,23,pluck,VBD|VBN
sign,76,sign,NN|VBP|VB
latter,42,latter,NN|JJ
pour,59,pour,VB|FW|IN|VBP
takest,9,tak,NN
eloquent,3,eloquent,JJ
heretofore,8,heretofore,RB
slow,15,slow,JJ|VBP|RB|VB
maketh,126,maketh,NN
dumb,29,dumb,JJ
deaf,15,deaf,JJ
blind,81,blind,JJ|NNS|NN|VB
teach,101,teach,VB|VBP
Aaron,350,Aaron,NN
Levite,28,Levite,NN
glad,89,glad,JJ
spokesman,1,spokesman,NN
harden,10,harden,VB
refuse,26,refuse,VB|VBP|NN
sharp,23,sharp,JJ
bloody,16,bloody,JJ
circumcision,34,circumcision,NN
pestilence,47,pestilence,NN
works,269,work,NNS|VBZ
tale,5,tale,NN
bricks,4,brick,NNS
diminish,8,diminish,VB|VBP
idle,11,idle,JJ|VB
vain,112,vain,JJ|RB
diminished,5,diminish,VBN|JJ|VBD
stubble,18,stubble,JJ|NN
daily,63,daily,JJ|NN|RB
tasks,1,task,NNS
beaten,40,beaten,VBN|JJ
demanded,7,demand,VBD|VBN
task,2,task,NN|VB
making,28,making,VBG|NN
yesterday,8,yesterday,NN|RB
dealest,2,deale,NN
fault,19,fault,NN|VB|VBP
case,8,case,NN|VB
minish,1,minish,NN
abhorred,16,abhor,VBD
drive,56,drive,NN|VBP|VB
JEHOVAH,4,JEHOVAH,NN
redeem,54,redeem,VB|VBP
arm,66,arm,NN|VB
judgments,126,judgment,NNS
bringeth,79,bringeth,NN
heritage,30,heritage,NN
lips,119,lip,NNS
Pallu,4,Pallu,NN
Libni,5,Libni,NN
Shimi,1,Shimi,NN
Amram,15,Amram,NN
Izhar,8,Izhar,NN
Uzziel,16,Uzziel,NN
Mahali,1,Mahali,NN
Mushi,8,Mushi,NN
Jochebed,2,Jochebed,NN
Nepheg,4,Nepheg,NN
Zichri,12,Zichri,NN
Mishael,8,Mishael,NN
Elzaphan,2,Elzaphan,NN
Zithri,1,Zithri,NN
Elisheba,1,Elisheba,NN
Amminadab,13,Amminadab,NN
Naashon,1,Naashon,NN
Nadab,20,Nadab,NN
Abihu,12,Abihu,NN
Eleazar,74,Eleazar,NN
Ithamar,21,Ithamar,NN
Assir,5,Assir,NN
Elkanah,21,Elkanah,NN
Abiasaph,1,Abiasaph,NN
Korhites,4,Korhite,NN
Putiel,1,Putiel,NN
Phinehas,25,Phinehave,NN
Levites,265,Levite,NN
armies,43,army,NNS
god,57,god,NN
Shew,11,Shew,NN
miracle,10,miracle,NN
sorcerers,6,sorcerer,NN
enchantments,10,enchantment,NN
serpents,13,serpent,NNS
swallowed,26,swallow,VBN|VBD
hardened,33,harden,VBN|JJ|VBD
refuseth,9,refuseth,NN
hitherto,14,hitherto,RB
lothe,4,lothe,NN
streams,12,stream,NNS
rivers,76,river,NNS
ponds,3,pond,NNS
pools,5,pool,NNS|VBZ
stank,4,stink,NN
smitten,63,smitten,VBN
frogs,14,frog,NNS
bedchamber,6,bedchamber,NN
ovens,1,oven,NNS
kneadingtroughs,2,kneadingtrough,NN
Stretch,10,Stretch,NNP|JJ
Intreat,4,Intreat,NN
Glory,5,Glory,NN
remain,79,remain,VB|VBP
villages,75,village,NNS
fields,59,field,NNS|VBZ
heaps,20,heap,NNS
respite,2,respite,NN
lice,6,louse,NNS
finger,26,finger,NN|VB
Rise,16,Rise,NN|NNP|VBP|VB
Else,5,Else,RB
swarms,5,swarm,NNS
flies,10,fly,VBZ|NNS
sever,4,sever,VB|VBP
division,6,division,NN
swarm,3,swarm,NN|VB
letting,1,let,VBG|NN
murrain,1,murrain,NN
Israelites,18,Israelite,NN
sprinkle,30,sprinkle,VB|NN|VBP
boil,15,boil,VB|NN
blains,2,blain,NN
sprinkled,25,sprinkle,VBD|VBN
boils,2,boil,VBZ
raised,85,raise,VBN|VBD|JJ
declared,41,declare,VBD|VBN|JJ
exaltest,1,exalt,NN
hail,33,hail,NN|VB|VBP
foundation,54,foundation,NN
regarded,9,regard,VBN|JJ|VBD
thunder,19,thunder,NN|VB|VBP
mingled,55,mingle,VBD|VBN|JJ
brake,73,brake,NN|VB
sinned,119,sin,VBN
thunderings,6,thundering,NN
flax,11,flax,NN
barley,36,barley,NN
ear,120,ear,NN
bolled,1,bol,NN
rie,2,rie,NN
thunders,7,thunder,VBZ
humble,22,humble,JJ|VB
locusts,16,locust,NNS
coast,62,coast,NN
cover,70,cover,VB|NN|VBP
residue,34,residue,NN
groweth,14,groweth,NN
snare,46,snare,VB|NN
locust,12,locust,NN
coasts,51,coast,NNS
darkened,19,darken,VBD|VBN|JJ
herbs,18,herb,NNS
Red,28,Red,NNP|JJ|NP|JJ|NN
thick,38,thick,JJ|NN|RB
dwellings,17,dwelling,NNS
hoof,12,hoof,NN
plague,98,plague,NN|VB|VBP
thrust,48,thrust,NN|VBD|VBN|VB
About,5,About,IN|RB|NNP
midnight,14,midnight,NN|RB
sitteth,42,sitteth,NN
maidservant,17,maidservant,NN
mill,2,mill,NN
dog,17,dog,NN|VBP
move,13,move,NN|VBP|VB
difference,12,difference,NN
congregation,364,congregation,NN
eating,27,eat,VBG|JJ|NN
count,25,count,NN|VB|VBP
Your,23,Your,PRP$|NNP
blemish,62,blemish,NN
strike,12,strike,NN|VB|VBP
posts,42,post,NNS|VBZ
upper,25,upper,JJ|JJR|RB
post,11,post,NN|FW|IN|JJ|VB|VBD|VBP
roast,5,roast,NN|VB|VBN
Eat,6,Eat,NNP|VB
raw,7,raw,JJ
sodden,6,sodden,JJ
legs,19,leg,NNS
purtenance,1,purtenance,NN
girded,32,gird,VBD
passover,75,passover,NN
execute,29,execute,VB|VBP
ordinance,30,ordinance,NN
Seven,15,Seven,NN
leaven,23,leaven,NN
eateth,56,eateth,NN
leavened,14,leavened,VBD|VBN|JJ
convocation,16,convocation,NN
observe,52,observe,VB|VBP
bunch,1,bunch,NN
hyssop,12,hyssop,NN
dip,10,dip,NN|VBP|VB
bason,5,bason,NN
lintel,4,lintel,NN
suffer,87,suffer,VB|VBP
destroyer,7,destroyer,NN
promised,48,promise,VBD|JJ|VBN
urgent,2,urgent,JJ
dough,8,dough,NN
borrowed,3,borrow,VBN|VBD|JJ
lent,7,lent,VBD|VBN
mixed,9,mix,VBN|VBD|JJ
baked,4,bake,JJ|VBD|VBN
victual,5,victual,NN
sojourning,3,sojourn,NN
hosts,299,host,NNS|VBZ
bringing,24,bring,VBG|NN
foreigner,2,foreigner,NN
One,122,One,NN
homeborn,2,homeborn,NN
Sanctify,8,Sanctify,NN
openeth,21,openeth,NN
Remember,47,Remember,VB
Abib,6,Abib,NN
Unleavened,1,Unleavened,NN
quarters,9,quarter,NNS
apart,24,apart,RB|RP|JJ
matrix,5,matrix,NN
firstling,14,firstle,NN
frontlets,3,frontlet,NN
although,9,although,IN
repent,38,repent,VB|VBP
harnessed,1,harness,VBN
encamped,33,encamp,VBN
Etham,4,Etham,NN
encamp,11,encamp,VB
Pihahiroth,4,Pihahiroth,NN
Migdol,4,Migdol,NN
Baalzephon,3,Baalzephon,NN
entangled,3,entangle,JJ|VBD|VBN
honoured,9,honour,VBN
serving,6,serve,VBG|NN
chosen,123,choose,VBN|JJ
captains,119,captain,NNS
encamping,1,encamp,NN
marched,1,march,VBD|VBN
graves,21,grave,NNS
criest,5,cry,NN
camp,136,camp,NN|VB
wheels,33,wheel,NNS
drave,13,drave,NN
heavily,3,heavily,RB
fighteth,3,fighteth,NN
sang,11,sing,VBD|FW
song,47,song,NN
sing,93,sing,VB|VBP
triumphed,2,triumph,VBD|VBN
gloriously,3,gloriously,RB
thrown,19,throw,VBN
prepare,71,prepare,VB|VBP
habitation,58,habitation,NN
